draw,cl_caz_mult,cl_avi_mult,omega_caz_mult,omega_avi_mult,rho,fu_caz,fu_avi,tox_threshold
1,1.1280689558931107,1.1471549698778507,1.1424664826904958,1.03944543402298,0.5123945098392116,0.8028998286237741,0.884633730891782,104.10893831028383
2,1.1210352993135169,0.8461668858125302,0.8330784465148885,1.1883566550621243,0.9006328086076634,0.8372655790425728,0.9020861973283655,105.21493478650487
3,1.0744365855758384,1.090025887594404,1.1352625967993424,0.939039382875982,0.8181859015950745,0.8197466755478865,0.9633924286520782,115.97279130531771
4,1.0124860110964287,0.9855480763993139,1.075140309789998,0.8795826525857495,0.7332946110848036,0.8679767772575702,0.9231104420490353,115.23420210322811
5,0.988848883696682,0.8695844546480824,0.8598298562603433,1.017865487552291,0.590949703511009,0.8065598667281536,0.9642538183194025,101.2555093610006
6,0.8537620043064943,1.1214132896528801,0.98221995757126,0.9441248935570086,0.5459696837675451,0.8840688891160124,0.9112706271813602,87.42114794687004
7,1.112812268670083,1.1935459382147666,0.8585898327995898,0.9236684140801783,0.5704980452236424,0.8967653206538025,0.8776825418574126,89.98049677056153
8,0.9796664268125865,0.9979446724336576,1.0258302078753292,1.1698615275943305,0.7962643428305253,0.8322883092807845,0.9431078691818559,106.67824607137223
9,0.8999499370817738,1.1366802862674297,0.9898908152385902,0.9533724054907403,0.825429796374826,0.8334392630977717,0.890498110565768,107.24175206440005
10,1.0569334733817177,1.1354453568015532,0.9027835360383193,0.8119745069691215,0.8862034644491832,0.822505514558399,0.8881088781097807,113.0913227515777
11,1.0817563084861999,0.830152863022918,1.0876910987239883,1.0717447960259239,0.8204661645954672,0.8084956998938896,0.9033923118164922,106.57272813706412
12,1.0385777752307117,0.907589834700361,0.8204452808655036,1.197802672227036,0.8140445771422897,0.8116265187500447,0.9502924259778343,98.88860316686652
13,1.0794196532933509,1.198747464407295,1.000972274904612,1.1641962276305926,0.9101932148909546,0.892551592817729,0.9316372272739168,126.60786353054165
14,1.047246801415179,0.9846325827521601,0.867445572546429,0.9265558239556402,0.5163703719274632,0.8545779585269087,0.921595543121983,96.4167361716897
15,1.0981303079065856,0.9590819136766021,1.0609960228556352,1.1759460715007246,0.5219252430457169,0.8288343161781703,0.9168681697634916,94.10412636324102
16,1.1068866082482562,0.9959256546309487,0.8996481483484504,0.9580139693780146,0.9157504733632781,0.8948647575046977,0.9152754083970458,111.13183731879147
17,0.8163192916322151,1.1483766778259883,1.1407025806851547,0.91054952583265,0.8262264095996403,0.8917688857931135,0.9666143314482712,103.19520531231973
18,0.8377273801190446,1.0445876276876387,0.8403108170660147,0.9957014462052935,0.7249738246888777,0.8437587568576056,0.9221594521749424,111.45437417591651
19,1.0518222325250481,1.1323942888680478,0.8523495468612653,1.0481616720328224,0.599909180421597,0.8760078986506966,0.9479079902571692,99.3074920801203
20,1.0770203531051288,0.9894477956767562,0.944645180281275,1.193317916982197,0.8817186663200451,0.859562143867421,0.8929265577783098,107.30270581267752
21,0.9433614418271954,0.9808972995908722,0.9492200592646046,1.194658204334406,0.6669461351793542,0.8625188295474248,0.9182432999569988,118.97218510915158
22,0.8870011528410802,0.8352827673646429,1.08826681763483,0.9759196992086969,0.8160561749556214,0.8718907887327708,0.9667023628883159,101.18146413174803
23,1.1681119092621868,1.0351712405403424,0.8963577814324162,0.8775625404459468,0.6636415746640285,0.883137959543128,0.928146230854222,91.92425011963176
24,0.8465094235117931,0.8264090413797347,1.1048091271455087,0.9207697604137545,0.5080349400308962,0.8573239036251925,0.9075620074411648,88.48174157167193
25,0.9169531745975272,1.0481404430031354,0.8958760194652207,1.0505431928934048,0.7391490194208903,0.8465661951987058,0.9285476822827875,111.8541885782301
26,0.9805257240803081,0.9472566878038112,1.0667373973092795,0.9014505948685257,0.7113672691357071,0.8349159954234783,0.9379958036175812,109.44693411280089
27,0.9456645334612352,1.0051211383975507,0.9508694798410589,0.8217516777247954,0.5652064753958065,0.8873938629063405,0.8766455702384728,95.02642714755322
28,1.1952503386969946,1.071326644358986,0.8536914881663781,1.025035793698298,0.5526873785402152,0.8170080218672621,0.9187117045190517,85.57763207188826
29,1.180305070290924,0.8110621435134318,1.1432833708978853,1.1186912406575928,0.864087296529847,0.8727140528114419,0.9264902830384548,112.17532921308798
30,1.1326207808502766,0.8804958679377305,1.178084609179321,1.031082889070104,0.8575966560719891,0.8240265241600976,0.965181497850935,97.40941305488056
31,0.8148313185377853,0.9252091474896389,0.9410444406276147,0.9430270931622146,0.8595116437084005,0.8257212613515506,0.8739815041116982,97.54189515988186
32,0.9341744229456066,0.9108094004274755,1.0902715920199577,1.0404047990731409,0.5724373559042929,0.870873638887989,0.9083847055287486,102.02713548861604
33,0.8801305016900417,0.9084358834612638,1.1219218649688947,1.0463296846257928,0.574399667045741,0.8647550542194418,0.9486018669426921,101.42924888892765
34,1.0318180408400228,0.9176366124912958,0.8415297580279743,1.1831576868215699,0.765163473431924,0.8999397914281365,0.8796894999272993,106.2702478952906
35,0.9016662136832816,0.8586100138382383,0.9474198752862617,0.9326845563801365,0.5572995673934441,0.8386926777889054,0.915813813874013,96.97208275166697
36,1.0621457389415423,1.0345164331542342,0.9282175475497734,0.9914018717356881,0.8967947997293991,0.8431564360340402,0.9414566758277895,123.33859052035815
37,0.9274184049339368,1.1338734472681584,1.1377249609699356,0.9997467160758144,0.5792979612677474,0.8108562603293229,0.8840596493053198,109.20030799246302
38,1.1197945058640708,1.075929491777059,1.0565160409147079,1.1541439898238899,0.5772948263113793,0.8325736755733849,0.88545346091582,101.48373987911936
